Index,Height.Inches,Weight.Pounds
16117,66.61857,128.6381
14618,65.86675,128.6403
18667,64.15535,128.6441
18949,68.15486,128.6466
15806,68.07996,128.6478
15469,69.73023,128.6487
1369,68.60163,128.6512
17538,68.42731,128.6519
22748,67.782,128.6523
9627,68.35562,128.6526
8688,69.42865,128.6528
24168,69.55405,128.6576
8890,67.3335,128.6592
6650,69.83591,128.6599
22735,65.94969,128.6623
8466,68.26826,128.6627
9104,67.00093,128.6654
20496,66.49534,128.6661
13446,66.93244,128.6671
18501,69.52894,128.6671
12572,71.10527,128.6674
13202,70.34807,128.6677
1758,69.51431,128.6687
9068,69.8243,128.6697
20369,69.19937,128.6703
6424,66.72676,128.6718
24180,70.01705,128.6734
21598,69.48629,128.6752
18965,68.42964,128.6768
4249,66.12426,128.6776
204,69.48146,128.6789
2347,69.74125,128.6789
18352,67.80292,128.6796
17981,66.64452,128.6803
20970,71.49304,128.6835
9801,68.46374,128.6835
9418,68.96323,128.6853
503,71.17732,128.6855
11986,71.18686,128.6857
6928,70.97223,128.6877
7603,68.17666,128.6937
19802,67.90888,128.6947
18101,67.61313,128.6954
24386,66.96985,128.6963
17825,72.16204,128.699
21417,67.24395,128.6992
2989,68.23626,128.6996
13032,70.60646,128.7028
12374,70.22202,128.7039
21447,68.2026,128.7043
549,68.70744,128.7122
22910,67.58645,128.7129
7511,66.79221,128.7134
6283,68.98795,128.7153
2978,66.42022,128.7172
11324,67.08303,128.7227
18260,66.37637,128.7241
13812,66.83894,128.7245
20064,69.08611,128.7246
16028,65.77801,128.725
5828,68.81582,128.7253
24160,66.747,128.7257
21640,67.28255,128.7274
2779,63.37237,128.7288
61,66.50418,128.7325
7300,66.06591,128.7348
15919,69.09134,128.7349
19630,68.18807,128.7375
9825,66.95769,128.7377
5989,68.31371,128.7378
4464,66.11127,128.7408
17422,68.66855,128.7411
13224,67.05255,128.7431
24464,67.74549,128.7442
20789,68.63764,128.7478
19063,68.60763,128.7483
36,69.20613,128.7487
16005,68.84075,128.7526
22970,68.56283,128.7529
13932,70.71954,128.7553
1514,68.78411,128.757
20600,68.80217,128.7584
16912,68.00799,128.7606
21261,66.47035,128.7613
18158,68.47907,128.7633
7723,68.65306,128.7635
2159,71.0176,128.7638
46,68.67249,128.7639
23127,69.22398,128.7649
5187,67.27204,128.769
11626,66.77853,128.7692
23340,67.47196,128.7711
3987,68.20174,128.7712
3838,66.79956,128.7716
9350,69.3032,128.7739
14042,66.42745,128.774
13618,68.59531,128.7746
14214,71.11644,128.7753
9161,66.34128,128.7754
22692,69.89895,128.7758
19678,68.09938,128.7844
24542,69.67473,128.7848
4046,71.00028,128.7879
7995,67.74935,128.7894
16961,67.99362,128.7902
5117,69.03861,128.7906
16744,70.38424,128.7931
2739,67.8894,128.7946
610,70.18701,128.7947
6558,68.76325,128.7979
1550,71.50943,128.7986
12926,66.31152,128.7993
20166,67.11542,128.8033
9842,67.41403,128.8079
16031,65.79782,128.8091
16822,70.14716,128.8113
11662,68.7819,128.8125
17243,67.13782,128.8127
4100,66.26464,128.8128
6191,64.76077,128.8129
21388,66.28781,128.8133
18974,67.94608,128.8156
23353,70.76233,128.8173
8320,70.26676,128.8174
3106,70.01671,128.8175
2692,66.89046,128.8185
22032,64.16684,128.8207
11765,70.761,128.8214
14468,66.96947,128.823
64,67.01255,128.824
24403,66.73324,128.8244
22057,66.10625,128.8248
19112,68.43258,128.8285
4297,66.46439,128.8286
8484,64.55975,128.829
5662,67.12868,128.8292
7260,70.76446,128.8298
7646,66.8748,128.8302
9637,69.17713,128.8322
13968,67.06246,128.834
24722,66.82089,128.8345
6688,70.5553,128.8346
19040,71.22829,128.8353
17439,66.75597,128.8385
3262,66.246,128.8387
19356,68.69267,128.8388
20349,65.59731,128.8394
19010,68.7274,128.841
11877,66.21304,128.8419
1347,66.47919,128.8422
24532,67.91023,128.8423
22867,67.79059,128.8443
4864,68.64237,128.845
3981,66.95587,128.8462
8930,68.97089,128.8479
20910,67.91698,128.8497
13897,67.0965,128.85
5146,70.64194,128.8506
19689,62.90053,128.8516
19670,66.19251,128.8525
5761,69.16712,128.8532
14201,67.55913,128.8533
16289,67.88325,128.8534
2945,68.16944,128.8536
15935,65.05233,128.8537
17969,66.48676,128.8555
11478,69.21335,128.8556
15623,66.43466,128.8558
8154,68.60076,128.8566
10378,68.20959,128.8569
7785,64.90631,128.857
9283,69.52981,128.8579
21061,68.24326,128.8593
1768,69.22762,128.8601
7046,67.64236,128.8601
17462,66.75222,128.8606
650,68.63927,128.8613
18179,68.64995,128.8615
11612,69.06367,128.8616
7956,69.81422,128.8624
18750,69.71079,128.8631
9102,65.66713,128.864
17737,68.4954,128.8647
7415,65.65417,128.8653
1949,68.71508,128.8673
10172,68.49779,128.8718
19540,67.86424,128.8723
12401,69.46661,128.8735
7274,68.7568,128.8771
12528,68.12397,128.8785
17923,65.40277,128.8785
5141,65.60404,128.8795
10820,69.91417,128.8815
10644,66.38501,128.8816
6260,65.46251,128.8832
16597,68.01941,128.8836
15240,68.15973,128.8837
12345,68.9416,128.8854
2808,69.20814,128.8862
16991,67.19538,128.889
11317,65.95706,128.8891
2384,68.70978,128.8899
10630,66.95094,128.8915
2222,67.57713,128.8936
12893,71.28917,128.8965
10325,67.54616,128.8973
9623,66.63689,128.8981
20522,69.72279,128.8986
16806,68.52138,128.8991
21397,67.27717,128.8991
10114,69.65644,128.9009
12094,70.29157,128.9032
2671,68.00682,128.9038
4664,66.47145,128.9056
6241,66.131,128.9078
20956,67.26932,128.9103
16873,67.47503,128.9104
1360,65.67788,128.9123
23210,68.2825,128.9134
7936,68.49943,128.9143
5444,70.5283,128.9156
9881,67.23541,128.9174
2913,68.09175,128.9185
8504,69.6795,128.9191
12583,68.97747,128.9206
2286,66.91402,128.9211
5476,69.00392,128.9232
19004,69.82326,128.9242
681,67.38153,128.9248
3022,68.50821,128.9264
13560,67.18612,128.9279
3165,69.25366,128.9281
767,69.9829,128.9287
20629,67.47488,128.9315
24727,68.96896,128.9336
7318,70.54534,128.9349
8084,67.38937,128.9351
20796,67.93165,128.936
23721,64.52939,128.9372
24831,67.33031,128.9386
3400,69.75201,128.9392
14048,67.29972,128.9403
11453,68.24513,128.9407
17693,68.07987,128.9409
84,66.27848,128.9418
4613,67.71159,128.942
12212,67.11487,128.9426
20761,63.84789,128.9473
9764,65.44204,128.948
13690,66.68897,128.9492
23670,71.49767,128.9497
23425,67.89223,128.9499
20602,66.57756,128.9506
23310,66.94537,128.9508
3341,65.16431,128.951
2936,68.93413,128.9511
7985,69.56475,128.952
18895,69.84154,128.9522
3312,65.92195,128.9527
23875,68.15447,128.9553
21197,67.71247,128.9561
19025,68.71802,128.9584
3671,69.79777,128.9593
1636,67.32069,128.9596
20671,69.77866,128.9596
9997,71.39143,128.9603
17712,67.91794,128.9604
2445,68.65011,128.9604
17450,66.92804,128.9616
1356,66.49054,128.9625
8213,69.35277,128.963
6887,68.23933,128.9637
14860,66.5912,128.9648
6833,69.10354,128.9651
15380,70.15201,128.9654
7348,68.62075,128.9687
1568,67.51649,128.97
5889,69.22677,128.9729
12474,69.74047,128.9735
19215,68.30602,128.9768
9324,69.35355,128.9771
21751,67.6674,128.978
20985,67.12871,128.9781
21242,70.26322,128.9824
18921,67.66947,128.9828
15789,69.87385,128.9834
23381,71.32734,128.9839
1738,68.8064,128.9862
20976,69.42007,128.9863
17482,67.66575,128.987
18326,66.79003,128.9918
18796,63.38973,128.9919
23612,68.78941,128.9925
9871,67.24661,128.9941
5371,68.17719,128.9954
12881,69.22774,128.9968
13877,68.3908,128.9968
16191,65.46283,128.9968
17845,70.6785,128.997
17265,68.93518,128.9977
6237,69.07254,128.9997
21858,66.66734,129.0009
14267,65.15201,129.0039
14574,66.9449,129.0043
9023,69.27778,129.0046
1086,66.05393,129.0051
4710,68.41685,129.0061
1619,63.8441,129.0091
14686,66.27465,129.0097
10036,66.29079,129.0103
17258,70.61191,129.0103
8380,68.64599,129.0105
11113,66.03755,129.0106
3455,67.95929,129.0106
4465,69.9046,129.0113
3040,69.05655,129.0132
23917,71.26558,129.0136
8173,67.20475,129.0149
13855,69.13713,129.0169
22099,70.97369,129.0189
2786,70.16627,129.0204
15708,68.42032,129.021
6297,68.34113,129.0216
3965,65.95909,129.0219
13329,66.29156,129.0251
14036,69.06258,129.0295
9360,69.12208,129.0318
11460,66.95961,129.0322
22640,69.56484,129.0326
20278,70.04585,129.0328
6142,69.4218,129.0352
21040,68.82192,129.0373
4129,67.23705,129.0392
17388,69.62929,129.0453
18136,70.11142,129.0453
3664,67.93626,129.0463
8827,67.5378,129.0482
3247,67.64118,129.0488
9176,69.73097,129.0492
13929,69.88144,129.0521
11106,65.39554,129.0537
22130,66.27712,129.0541
16388,64.5294,129.0555
20044,70.02706,129.0559
15478,69.39537,129.0571
17984,67.63184,129.0595
1384,74.19488,129.0597
19148,69.75726,129.0609
9073,67.19257,129.0612
23221,64.99547,129.0647
5293,69.15358,129.065
7640,67.41672,129.0666
9045,67.31232,129.0666
6638,66.86335,129.0675
20886,70.63071,129.0681
570,69.93864,129.0696
15075,66.9796,129.0708
1188,66.86196,129.0709
22704,69.41866,129.0734
10266,72.42515,129.0739
3570,67.78179,129.0761
5713,70.08286,129.0769
800,69.85144,129.078
7033,67.93518,129.0813
3717,67.15897,129.0818
20681,68.2467,129.0825
13451,67.80333,129.0836
985,66.36959,129.0839
12185,70.35973,129.0875
16269,68.42556,129.0887
23982,66.12776,129.0935
24221,66.65147,129.0941
13619,67.84571,129.0955
15351,67.14685,129.0973
4769,69.30112,129.099
3449,67.44814,129.0994
19743,67.5508,129.1005
85,69.20198,129.1013
22510,68.56296,129.1019
11938,70.15546,129.1033
20921,68.30771,129.105
17874,69.37198,129.1054
10951,67.21338,129.1064
23356,68.41708,129.1072
22559,66.69655,129.1073
17427,66.2875,129.1074
10016,68.66816,129.1077
18205,70.90986,129.1092
5843,68.92916,129.1092
4261,67.28864,129.1099
571,66.79766,129.1117
11921,67.66805,129.1137
22324,68.66012,129.1182
12458,68.86915,129.1183
1927,70.83193,129.1185
7612,68.82323,129.1214
2637,68.95576,129.1215
12928,67.2625,129.1298
19778,69.8914,129.1302
22934,64.57034,129.1319
21941,69.64799,129.1334
5844,71.68363,129.1334
6273,66.8099,129.1352
14087,65.30062,129.1373
2889,68.0883,129.1382
6243,65.43012,129.1382
6058,69.69391,129.1389
4142,66.04025,129.139
20739,66.29361,129.1393
1085,70.12976,129.1395
6707,69.91828,129.1403
17987,67.87229,129.1417
1162,69.02275,129.1442
11831,68.70886,129.1443
12418,70.74289,129.1447
16464,66.01563,129.1451
23952,67.95165,129.1463
1420,68.73548,129.1464
12982,69.31009,129.1492
21524,66.54229,129.1494
186,65.95968,129.1501
18519,66.78195,129.1513
5200,69.07487,129.1519
6258,68.1538,129.1524
12954,71.3082,129.1532
13969,65.34267,129.1537
9921,69.49484,129.154
8888,69.067,129.1566
10339,68.95045,129.1584
12156,67.39722,129.1587
1105,69.172,129.159
11609,65.08819,129.1596
18624,69.56328,129.1637
12022,69.52659,129.1657
24626,66.73827,129.1676
9696,69.35175,129.1685
16823,67.86308,129.1697
18606,67.64248,129.1718
21192,65.74529,129.1718
11205,67.98002,129.1731
837,71.92818,129.1735
11190,68.77137,129.1743
17639,68.82753,129.1745
11440,66.29182,129.1751
19116,67.2967,129.1762
18998,68.3355,129.1787
22597,68.68682,129.1788
9378,65.65385,129.1825
23009,67.27027,129.1828
18100,71.51942,129.1836
299,64.94327,129.1836
20571,71.99598,129.1844
10287,67.92834,129.1861
3432,68.72581,129.1874
8908,69.30746,129.188
8620,67.60112,129.1886
4777,71.77408,129.1887
24056,68.04394,129.1908
5216,67.87438,129.1951
19703,67.95176,129.1952
19686,65.66648,129.1953
17575,70.63527,129.1964
6538,69.2102,129.1965
18431,66.22914,129.1967
1033,71.15702,129.1996
7443,67.5949,129.1996
492,68.99493,129.2037
12303,67.95026,129.204
3276,67.96518,129.2041
17051,70.61988,129.2067
19701,66.06231,129.2107
3860,70.19784,129.2123
1817,68.42186,129.2128
11240,64.68783,129.2138
13156,70.71452,129.2147
16239,66.74609,129.2159
1405,67.37032,129.216
5124,68.14856,129.218
7816,67.08757,129.2199
21850,67.62436,129.2202
15666,67.82439,129.221
24739,65.86615,129.2224
12192,65.48471,129.224
4717,69.16164,129.2245
9042,70.48193,129.2246
6240,69.21009,129.2261
7578,68.46795,129.2263
8680,68.58674,129.2295
4667,69.62777,129.2314
7245,69.65515,129.2316
315,71.23661,129.2323
6077,71.11228,129.2335
10579,65.52882,129.2356
13191,69.13584,129.2356
1498,66.59452,129.2376
16608,65.63996,129.2401
5033,68.20932,129.2407
3166,68.20016,129.2408
22637,69.68159,129.241
6785,68.31951,129.2444
20172,66.8619,129.2457
444,66.92387,129.2477
15798,69.29322,129.2499
21926,68.32099,129.2511
12826,67.48566,129.2513
9744,67.44021,129.2538
24140,68.02723,129.2539
3431,68.57659,129.2547
5859,66.97159,129.2555
1881,69.28011,129.2576
13912,65.11698,129.2592
13385,70.76624,129.2601
1837,69.72221,129.261
3754,64.75487,129.262
2928,65.46067,129.2624
24001,71.05722,129.2659
17580,71.90407,129.2662
8728,68.63648,129.2673
10653,65.83018,129.2681
8240,68.19061,129.2682
19806,68.2366,129.2684
11092,65.55484,129.2687
23893,68.52512,129.2716
13428,68.02501,129.2719
18257,70.05856,129.2721
20079,69.92206,129.2742
21153,65.78477,129.2745
2314,71.93986,129.2747
2681,65.98489,129.277
3074,68.7004,129.2788
6944,69.04136,129.2791
7590,67.5159,129.2797
23582,68.36866,129.2801
9221,69.93319,129.2833
10140,66.84196,129.2855
7651,69.85604,129.2856
5935,69.22897,129.2885
23042,62.37478,129.29
11539,70.70114,129.2904
22477,70.16146,129.2907
11487,68.10699,129.2909
15241,66.39703,129.2909
23715,68.32618,129.2915
22031,69.53889,129.2925
5313,71.39937,129.2934
18837,69.15262,129.2947
3548,69.96784,129.2959
3507,67.1943,129.2964
17930,68.51527,129.2966
16316,65.69995,129.2969
13004,66.50564,129.2973
15285,70.82191,129.2991
11545,68.23227,129.3011
22711,67.93135,129.3014
22048,67.67129,129.3039
17200,69.43114,129.3049
20265,66.96343,129.305
8905,69.30459,129.3077
674,67.70511,129.3092
12813,65.1186,129.3106
6096,68.12826,129.3106
3186,68.01261,129.311
1385,68.44192,129.3121
14775,69.51345,129.3136
71,65.27033,129.3137
4086,68.4405,129.3152
23895,68.81095,129.318
14709,66.27818,129.3183
12292,69.21756,129.3186
9691,68.31448,129.3196
20622,67.84042,129.3201
6839,69.50004,129.3228
3816,68.1007,129.3231
21525,65.47078,129.3234
15877,70.50813,129.325
21671,66.74425,129.3251
20662,69.40968,129.3261
7774,65.0467,129.3282
15780,65.7471,129.3293
21075,68.51919,129.3323
13124,67.75147,129.3329
23753,68.0189,129.3333
14094,67.73185,129.3353
18029,69.83246,129.3358
23681,66.33083,129.3366
2016,65.46143,129.339
23268,69.47641,129.3397
11725,68.3511,129.34
15548,70.04715,129.3431
15524,69.98652,129.3433
14721,66.20468,129.3437
16773,72.08878,129.3443
12391,66.00913,129.3445
10654,66.56855,129.3466
13931,70.34043,129.3487
20731,67.35413,129.3491
18230,70.61392,129.3511
6180,65.61593,129.3528
14743,66.49285,129.3542
5177,67.87445,129.3543
21658,68.21507,129.3545
5399,69.20977,129.3553
7629,69.94556,129.3583
1183,66.9622,129.3592
7575,70.30638,129.3636
23411,67.98901,129.3666
22204,68.79437,129.367
15405,69.71858,129.3685
6580,69.49913,129.3703
21688,70.22019,129.3704
11268,66.96466,129.3706
24183,65.70769,129.3739
11293,70.97344,129.3743
1508,68.12465,129.3746
1551,69.94093,129.3747
1101,65.88645,129.375
20647,66.44143,129.3753
23768,68.95166,129.3768
12672,69.98799,129.377
13289,67.91191,129.3775
6697,69.57826,129.3778
21620,65.74056,129.3787
20084,67.43639,129.3814
24005,66.93056,129.3818
21722,66.59299,129.3826
13282,70.49366,129.384
20482,71.46543,129.3841
4784,67.74608,129.3842
4904,70.30748,129.3855
20915,73.25534,129.3863
18774,69.29187,129.3865
13130,65.88737,129.3868
10455,67.71189,129.3881
14792,68.09479,129.3895
18353,69.3405,129.3896
13900,70.519,129.3913
10703,67.2037,129.3922
23688,68.47403,129.3925
4736,68.06876,129.3926
4726,70.64087,129.3937
20900,68.29836,129.3948
21264,64.94556,129.3952
5363,68.12088,129.3957
18072,67.46592,129.3959
16559,67.10355,129.3964
1346,69.17767,129.3968
1644,64.93595,129.3978
16107,66.12878,129.3979
9971,66.05033,129.398
14710,68.05092,129.3991
349,68.46886,129.4022
307,65.57591,129.4037
2661,65.44706,129.4057
6575,69.24446,129.4057
2591,68.97063,129.4071
13232,69.90543,129.4083
4316,68.51678,129.4089
16221,66.91835,129.4116
1856,67.76966,129.4122
17885,66.64471,129.4135
22258,69.37906,129.4147
5409,65.44916,129.4155
2188,66.26361,129.4162
14976,71.59953,129.4179
17590,66.17319,129.4204
17888,67.97678,129.4215
15718,67.04756,129.4247
2963,69.19207,129.4251
13516,68.27458,129.4259
4205,67.09535,129.4262
15867,71.16472,129.4277
6660,68.21948,129.4293
24076,68.28513,129.4322
9481,70.25892,129.4346
17317,67.33036,129.4347
7276,69.0289,129.4355
23786,66.83913,129.4363
3448,68.05868,129.4378
19369,67.94058,129.4379
16910,70.39135,129.4393
4240,70.00498,129.4393
4406,68.85579,129.4416
5631,68.18716,129.4416
14965,68.23957,129.4421
3517,65.26358,129.4427
16680,68.0762,129.4436
17618,67.52165,129.4453
1128,66.77634,129.4462
6223,69.23848,129.4479
10584,66.89064,129.4493
21233,69.02553,129.4502
1182,66.77623,129.4522
8453,68.86806,129.4534
21621,66.94081,129.4569
15852,67.9441,129.4576
20663,67.36179,129.458
19886,70.24793,129.4589
24323,70.01068,129.4594
21615,66.34736,129.4624
2106,67.54653,129.4669
1841,70.41527,129.4677
3390,71.15629,129.468
21354,70.22442,129.4703
21709,65.85849,129.4713
14037,65.86704,129.4721
9289,68.75452,129.4726
5721,69.34865,129.4727
14524,68.07055,129.4733
1840,65.72237,129.4743
14259,66.97416,129.4752
17207,69.89894,129.4752
10659,66.4422,129.4758
23352,66.80653,129.4758
18640,69.7271,129.4766
21036,68.57483,129.4804
23663,67.92882,129.482
4377,64.31704,129.4821
17713,64.29769,129.4822
23852,68.552,129.4829
15624,71.88538,129.4843
22378,65.02414,129.485
15815,69.11257,129.4851
8124,65.54236,129.4864
7701,67.15067,129.4873
17789,69.28237,129.4881
21790,68.75037,129.4885
7424,67.63802,129.4889
9617,67.89264,129.4893
3593,65.256,129.4912
19814,70.55971,129.4913
2897,69.70612,129.4925
19625,67.05694,129.4949
18121,71.60372,129.4984
7679,67.42044,129.5017
17,66.461,129.5023
24,68.42187,129.5027
9605,68.91364,129.5028
5969,68.28835,129.5032
14688,64.94671,129.5048
20460,67.93956,129.5068
2134,69.95518,129.5075
9077,66.65525,129.5077
5162,66.10587,129.5105
23565,68.83812,129.5121
2794,67.40223,129.5135
13499,72.97709,129.5139
1480,68.88093,129.5162
6537,70.83582,129.5163
665,65.34105,129.5167
17688,66.23363,129.517
22527,69.81118,129.5179
18365,68.09623,129.5183
9933,68.61716,129.5184
15335,68.64869,129.519
9708,66.88985,129.5218
11304,69.26121,129.5221
15745,67.5751,129.523
1488,64.66196,129.5233
22577,67.23639,129.5258
21148,67.09562,129.5261
20153,70.74761,129.527
3290,70.95584,129.5297
6790,67.50309,129.5348
20448,69.32344,129.5371
21164,68.37756,129.5414
2073,67.87796,129.5415
9321,66.77116,129.5425
2584,68.60366,129.5427
16727,67.96283,129.5435
24176,66.48368,129.5454
8396,68.21209,129.5464
13718,67.55181,129.5468
11500,68.25937,129.5475
15417,67.96265,129.548
361,66.09074,129.5516
20274,67.36226,129.5522
7156,68.03524,129.5533
8411,65.84797,129.5537
17455,67.61897,129.5538
8867,67.51383,129.5542
8633,63.50812,129.557
21752,67.94975,129.5573
15313,64.65561,129.5612
6309,67.65321,129.5612
9561,71.34761,129.5618
13359,68.13972,129.562
17594,70.46899,129.5623
18608,69.27039,129.563
22522,68.36422,129.5642
2826,68.37324,129.5659
13863,67.70414,129.5662
24549,69.18019,129.5663
10818,70.71221,129.5686
20417,66.43324,129.5693
23029,67.81254,129.5695
16655,71.33493,129.5699
15370,70.23423,129.5721
955,66.08879,129.5734
9701,66.9098,129.5755
1579,67.85512,129.5762
18843,71.26882,129.5776
21662,68.15536,129.5781
9642,66.67303,129.5801
23334,69.32346,129.5811
12422,66.48308,129.5826
7693,65.42972,129.5831
10476,66.94659,129.5847
14795,69.97844,129.5848
561,70.42989,129.5856
12552,69.0528,129.5877
4594,70.97422,129.5877
16027,67.85295,129.5885
19654,67.47996,129.589
8312,64.90712,129.5891
1693,71.17728,129.5914
21247,67.93965,129.5938
13726,69.35583,129.5942
5907,69.4781,129.5945
9607,65.61804,129.5947
9748,68.16834,129.595
6583,70.61194,129.5963
6161,68.18651,129.5985
14284,69.29115,129.6002
17214,67.85257,129.604
783,65.74613,129.605
7573,66.21266,129.6054
5614,70.14278,129.6087
8798,66.36935,129.6092
14306,66.57638,129.6103
9009,68.50322,129.6116
16631,69.67383,129.6119
8696,65.97161,129.6126
9054,70.01551,129.615
8408,66.4768,129.6186
21311,67.50241,129.6194
18727,68.77158,129.6204
23467,63.33709,129.6209
10638,66.98669,129.6223
11841,69.49036,129.6225
23611,70.12654,129.6234
2301,67.69345,129.6252
18295,66.21815,129.6257
17956,68.07289,129.6271
11527,67.69463,129.6272
3109,69.48821,129.6283
19039,68.54065,129.6286
1726,66.25774,129.6313
1696,69.28985,129.6324
16839,68.96307,129.6337
2545,66.07211,129.6342
21683,66.20366,129.6357
644,66.21851,129.637
1594,70.69799,129.6396
10412,65.98844,129.6398
9993,68.16808,129.6398
8585,67.4692,129.6403
16887,71.24135,129.6411
23696,68.10652,129.6434
9980,67.39381,129.645
8282,71.17232,129.6463
6264,70.22032,129.6479
15939,69.47786,129.6483
22903,67.98332,129.6498
6116,68.35981,129.6506
18542,66.90197,129.6533
9724,68.944,129.6552
18791,67.69712,129.6555
11771,68.39903,129.656
21339,67.8368,129.6571
621,67.76121,129.6577
21685,71.3988,129.6586
16850,67.65224,129.6587
4863,67.76229,129.6594
8268,68.61117,129.6617
1639,65.75926,129.6624
8013,69.03379,129.6641
20434,69.68169,129.665
22698,69.75085,129.6653
5944,70.25829,129.6662
14381,65.45785,129.6689
5567,68.81325,129.6697
18642,67.83192,129.6701
7011,66.45697,129.6703
21224,67.64606,129.6722
23280,67.99061,129.6754
10626,68.00765,129.6789
1197,68.64796,129.6789
20000,68.07045,129.6798
10259,67.81882,129.6804
1084,68.09022,129.682
17857,69.68547,129.6884
16722,65.2828,129.6922
10706,72.13664,129.6934
608,68.80144,129.6944
7095,67.80355,129.6957
18571,69.46167,129.6969
7458,69.63726,129.699
9263,67.17439,129.7009
11255,69.51667,129.7024
11761,65.95743,129.7027
23864,66.95733,129.7038
20579,69.20365,129.7053
23941,70.21345,129.7068
22242,67.53255,129.7075
11787,65.84544,129.7101
10769,66.04065,129.7117
7807,66.32968,129.7132
3026,67.56761,129.7133
15175,68.28887,129.7135
2207,65.63866,129.7145
7858,69.96239,129.7149
10003,68.03694,129.7161
15411,69.46166,129.7161
20252,67.37003,129.7164
14376,68.44659,129.7181
19699,68.35675,129.7181
4820,68.52388,129.7188
23365,67.91638,129.7194
3399,68.73896,129.7229
20935,69.52284,129.724
8597,67.36,129.7241
905,67.1657,129.7243
26,67.20864,129.7244
16387,66.35681,129.7247
5985,69.19121,129.7261
9456,70.64483,129.7265
18251,70.55554,129.7295
19897,66.56822,129.7301
13892,68.84435,129.7317
21270,68.35631,129.7324
8076,66.46411,129.734
12817,68.26941,129.7347
21159,69.32421,129.7352
10770,69.56767,129.7364
16743,64.82265,129.7365
12089,69.87217,129.7374
8068,70.938,129.7384
16043,69.15094,129.7406
1658,67.99508,129.7427
17938,65.71528,129.7431
24034,70.44345,129.744
16879,68.91669,129.7441
7722,65.5634,129.7442
15936,71.06411,129.7451
6766,67.71429,129.7462
24406,69.38115,129.7479
14506,65.97902,129.7483
10070,70.94031,129.7535
5292,64.2164,129.756
20584,67.15965,129.7563
20867,67.81671,129.7571
24711,68.26643,129.7587
8854,68.15528,129.7591
2187,62.60611,129.76
63,68.30355,129.7604
892,70.52968,129.7605
19579,72.01458,129.7612
19448,68.73691,129.7617
13755,68.08386,129.7618
2231,65.33382,129.7622
21172,64.48848,129.7648
1875,71.12585,129.7663
9187,70.07851,129.7672
20642,64.65223,129.7684
20241,67.06806,129.769
20856,68.08721,129.7701
1150,66.03333,129.7702
15100,68.99917,129.7717
21731,67.24006,129.7754
16904,68.40923,129.7769
8559,71.03808,129.7799
971,69.23494,129.7824
19666,70.19978,129.7827
4134,70.20771,129.7829
9024,64.42384,129.7849
10917,67.40557,129.7861
22759,70.69015,129.7884
17430,70.19993,129.7897
6747,68.44022,129.7913
7568,68.38489,129.793
17833,66.60797,129.7934
10147,65.4054,129.794
7375,65.98542,129.7971
16542,68.65199,129.7975
6140,70.75069,129.7989
10865,67.11866,129.8029
24324,69.18761,129.8031
13480,66.49191,129.8035
8445,67.11898,129.8077
3585,68.69845,129.8079
24268,66.11285,129.8084
11857,65.30659,129.8103
14021,70.00883,129.8113
20870,65.79107,129.8116
22655,69.84827,129.8123
20268,65.71377,129.8145
3492,70.42564,129.817
10369,67.00131,129.8178
19399,67.29278,129.8179
6979,70.61033,129.818
18768,73.40755,129.8191
24588,69.28443,129.8202
19838,68.98854,129.8207
20386,69.48292,129.8207
4302,67.86837,129.8224
24926,66.44678,129.8237
2768,68.9238,129.8238
23586,65.28542,129.8255
18515,66.98255,129.8261
6225,68.52886,129.8267
10175,67.48748,129.8294
12927,67.42453,129.8299
4994,71.80087,129.831
11362,68.74884,129.8334
14438,65.49264,129.8366
8424,68.33529,129.8376
14627,67.3979,129.8379
9227,68.52941,129.8379
1238,68.48007,129.838
16427,65.55142,129.8399
15778,68.07826,129.8407
11594,68.39998,129.8416
15497,66.19137,129.8423
4676,65.63922,129.8425
16351,66.03575,129.8433
10260,68.92743,129.8436
845,71.16386,129.844
9430,67.8251,129.8443
22894,66.39514,129.8475
3668,70.42389,129.8475
15737,70.44362,129.8482
17418,69.5223,129.8503
3742,68.67678,129.8508
20330,68.97198,129.8513
22311,69.45379,129.8532
14853,69.01564,129.8548
21725,67.6115,129.8552
12189,64.15971,129.8562
17071,67.55824,129.857
14164,67.56837,129.8583
14782,67.35046,129.862
6817,69.22459,129.8661
20809,68.68863,129.8662
24098,69.2969,129.867
21758,67.90904,129.8693
12475,68.15836,129.8696
15903,69.72084,129.8715
10807,67.64362,129.8738
15560,70.1574,129.8738
15800,66.63025,129.8742
19664,68.2914,129.8764
19250,68.75748,129.8778
13309,68.63883,129.8796
18240,69.24981,129.8799
12392,65.25623,129.8806
4797,69.0732,129.883
23845,68.80517,129.8844
9664,68.09188,129.8851
19258,66.35336,129.886
1448,69.25516,129.8861
20755,64.29036,129.8863
24818,66.72634,129.8871
945,66.91344,129.889
16274,68.92731,129.8894
21912,65.39469,129.8896
19574,70.47793,129.8903
5359,66.18908,129.8912
854,68.24578,129.8914
10427,70.92745,129.8921
14876,69.35468,129.8923
15038,67.84689,129.8946
23110,69.68146,129.8956
17633,66.71585,129.8961
2876,68.31828,129.8971
13089,66.60452,129.8988
3066,65.23174,129.8998
7809,67.87705,129.9013
4262,69.65152,129.9016
19111,70.48939,129.9018
4101,69.37333,129.9046
22834,67.68823,129.9065
1280,68.18528,129.9098
6840,66.70728,129.9114
8502,65.72799,129.9118
16755,66.60502,129.9128
1461,66.43263,129.914
5425,65.9698,129.9153
